sports,league,round,date,home team,away team,home team total goal,away team total goal,result,match_id,odds_1,odds_x,odds_2,home_xg,away_xg
football,Ligue 1 2023 2024,Regular Season,03/06/,Metz,St EtienneWinner,2,2,1,g_1_KxqNRpgn,2.42,3.28,2.77,2.03,2.59
football,Ligue 1 2023 2024,Regular Season,31/05/,St Etienne,Metz,2,1,0,g_1_6exBKToJ,1.93,3.34,4.15,1.41,0.17
football,Ligue 1 2023 2024,Regular Season,25/05/,St EtienneAdvancing to next round,Rodez,2,0,0,g_1_UmxckAJN,1.86,3.67,4.45,2.33,0.81
football,Ligue 1 2023 2024,Regular Season,22/05/,RodezAdvancing to next round,Paris FC,3,2,0,g_1_xbTyN52l,2.35,3.38,3.17,1.81,1.73
football,Ligue 1 2023 2024,Round 34,20/05/,Le Havre,Marseille,1,2,2,g_1_88K4TzrO,4.87,3.84,1.77,1.51,1.32
football,Ligue 1 2023 2024,Round 34,20/05/,Lens,Montpellier,2,2,1,g_1_2ek4VdDB,1.36,5.64,8.46,4.32,0.72
football,Ligue 1 2023 2024,Round 34,20/05/,Lille,Nice,2,2,1,g_1_naJ8SfcU,1.55,4.51,6.06,1.06,0.86
football,Ligue 1 2023 2024,Round 34,20/05/,Lorient,Clermont,5,0,0,g_1_8Yk0Wxb5,1.65,4.29,5.21,4.53,0.92
football,Ligue 1 2023 2024,Round 34,20/05/,Lyon,Strasbourg,2,1,0,g_1_xObInbrn,1.34,5.56,9.77,2.99,1.11
football,Ligue 1 2023 2024,Round 34,20/05/,Metz,PSG,0,2,2,g_1_OKfEmvTu,4.74,3.76,1.81,0.9,2.14
football,Ligue 1 2023 2024,Round 34,20/05/,Monaco,Nantes,4,0,0,g_1_tnl8UGSH,1.53,5.13,5.55,1.34,0.67
football,Ligue 1 2023 2024,Round 34,20/05/,Reims,Rennes,2,1,0,g_1_fVodXIra,3.16,3.48,2.34,1.26,1.2
football,Ligue 1 2023 2024,Round 34,20/05/,Toulouse,Brest,0,3,2,g_1_C6diYbTh,3.14,3.65,2.28,0.0,0.0
football,Ligue 1 2023 2024,Round 32,16/05/,Nice,PSG,1,2,2,g_1_QaTiUKED,2.14,3.78,3.34,1.34,0.76
football,Ligue 1 2023 2024,Round 32,16/05/,Reims,Marseille,1,0,0,g_1_v3HZh4iE,4.23,3.85,1.87,0.9,1.51
football,Ligue 1 2023 2024,Round 33,13/05/,Clermont,Lyon,0,1,2,g_1_UgsuZ3Hu,5.29,4.31,1.64,1.16,0.31
football,Ligue 1 2023 2024,Round 33,13/05/,Marseille,Lorient,3,1,0,g_1_EqlVsvqD,1.49,4.47,7.44,3.19,1.28
football,Ligue 1 2023 2024,Round 33,13/05/,Montpellier,Monaco,0,2,2,g_1_27umXsnh,4.49,4.49,1.71,0.82,1.95
football,Ligue 1 2023 2024,Round 33,13/05/,Nantes,Lille,1,2,2,g_1_8ptqYNWo,5.26,3.87,1.72,0.72,1.47
football,Ligue 1 2023 2024,Round 33,13/05/,PSG,Toulouse,1,3,2,g_1_OfeIptaf,0.0,0.0,0.0,1.77,1.52
football,Ligue 1 2023 2024,Round 33,13/05/,Rennes,Lens,1,1,1,g_1_KMlRrKT6,2.3,3.69,3.07,1.39,0.48
football,Ligue 1 2023 2024,Round 33,13/05/,Strasbourg,Metz,2,1,0,g_1_6JpNq0E0,2.17,3.71,3.35,1.14,0.91
football,Ligue 1 2023 2024,Round 33,11/05/,Brest,Reims,1,1,1,g_1_0hbjW11b,1.66,4.4,5.43,1.23,0.5
